Name of Clinic,Address,Email,Phone,Services
Allsports Podiatry Toowong,"i, Ground Floor, 80 Jephson Street, Toowong QLD 4066",toowong@allsportspodiatry.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Toowoomba,"Shop 52, Clifford Gardens Shopping Centre, Corner James St & Anzac Ave, Toowoomba City QLD 4350",toowoomba@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Toowoomba,"Shop 52, Clifford Gardens Shopping Centre, Corner James St & Anzac Ave, Toowoomba City QLD 4350",toowoomba@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Townsville,"i, 140 Ross River Road, Mundingburra QLD 4812",townsville@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | June 21, 2016 Paraffin Wax Bath Treatment Paraffin wax baths have been used for decades for pain relief and skin treatment of the foot and ankle. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Townsville,"i, 140 Ross River Road, Mundingburra QLD 4812",townsville@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | June 21, 2016 Paraffin Wax Bath Treatment Paraffin wax baths have been used for decades for pain relief and skin treatment of the foot and ankle. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
The Foot and Ankle Clinic Traralgon,"i, 39 Grey Street, Traralgon VIC 3844",traralgon@thefootandankleclinic.com.au,1800 366 837,"March 6, 2024 Bracenfix™ - Ingrown Toenail Treatment Bracenfix™ - Non-Surgical Ingrown Toenail Treatment Read more » | November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Cosmetic Nail Restoration KeryFlex is a safe application that restores the appearance of patients’ natural nails. The product allows the podiatrist to remodel patients’ nails affected by fungus, dystrophies and trauma to restore the appearance of the nail immediately. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | June 21, 2016 Paraffin Wax Bath Treatment Paraffin wax baths have been used for decades for pain relief and skin treatment of the foot and ankle. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | September 9, 2021 SWIFT Microwave Wart Therapy SWIFT is a medical device that emits a focused microwave signal into the skin in order to eradicate warts, verrucae and papillomas. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
The Foot and Ankle Clinic Traralgon,"i, 39 Grey Street, Traralgon VIC 3844",traralgon@thefootandankleclinic.com.au,1800 366 837,"March 6, 2024 Bracenfix™ - Ingrown Toenail Treatment Bracenfix™ - Non-Surgical Ingrown Toenail Treatment Read more » | November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Cosmetic Nail Restoration KeryFlex is a safe application that restores the appearance of patients’ natural nails. The product allows the podiatrist to remodel patients’ nails affected by fungus, dystrophies and trauma to restore the appearance of the nail immediately. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | June 21, 2016 Paraffin Wax Bath Treatment Paraffin wax baths have been used for decades for pain relief and skin treatment of the foot and ankle. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | September 9, 2021 SWIFT Microwave Wart Therapy SWIFT is a medical device that emits a focused microwave signal into the skin in order to eradicate warts, verrucae and papillomas. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Tweed Heads,"i, 1/107 Minjungbal Drive, Tweed Heads South NSW 2485",tweedheads@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Cosmetic Nail Restoration KeryFlex is a safe application that restores the appearance of patients’ natural nails. The product allows the podiatrist to remodel patients’ nails affected by fungus, dystrophies and trauma to restore the appearance of the nail immediately. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | June 21, 2016 Paraffin Wax Bath Treatment Paraffin wax baths have been used for decades for pain relief and skin treatment of the foot and ankle. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more » | October 7, 2022 Ankle-Foot Orthoses Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more »"
My FootDr Tweed Heads,"i, 1/107 Minjungbal Drive, Tweed Heads South NSW 2485",tweedheads@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Cosmetic Nail Restoration KeryFlex is a safe application that restores the appearance of patients’ natural nails. The product allows the podiatrist to remodel patients’ nails affected by fungus, dystrophies and trauma to restore the appearance of the nail immediately. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | March 31, 2017 Footwear See our large range of footwear brands available at selected podiatry clinics. Read more » | June 21, 2016 Paraffin Wax Bath Treatment Paraffin wax baths have been used for decades for pain relief and skin treatment of the foot and ankle. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more » | October 7, 2022 Ankle-Foot Orthoses Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more »"
My FootDr Unley,"i, 98 Unley Rd, Unley SA 5061",unley@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Cosmetic Nail Restoration KeryFlex is a safe application that restores the appearance of patients’ natural nails. The product allows the podiatrist to remodel patients’ nails affected by fungus, dystrophies and trauma to restore the appearance of the nail immediately. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Unley,"i, 98 Unley Rd, Unley SA 5061",unley@myfootdr.com.au,1800 366 837,"November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Fungal Nail Infection Laser Treatment We have two different kinds of laser, both cold and thermal types, and depending on your individual presentation we will find the very best treatment for you. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | November 12, 2015 Cosmetic Nail Restoration KeryFlex is a safe application that restores the appearance of patients’ natural nails. The product allows the podiatrist to remodel patients’ nails affected by fungus, dystrophies and trauma to restore the appearance of the nail immediately. Read more » | November 12, 2015 Shockwave Therapy At My FootDr podiatry centres, we use shockwave therapy successfully every day on Achilles tendonitis, plantar fasciitis, painful trigger points and other musculoskeletal disorders of the foot and lower limb. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more »"
My FootDr Wantirna,"i, Shop 9a 348 Mountain Hwy, Wantirna VIC 3152",bayswater.podiatry@backinmotion.com.au,1800 366 837,"March 6, 2024 Bracenfix™ - Ingrown Toenail Treatment Bracenfix™ - Non-Surgical Ingrown Toenail Treatment Read more » | April 23, 2024 Supramalleolar Orthotics (SMOs) Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | October 7, 2022 Cam Walker - (Moon Boot) Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more » | October 7, 2022 Ankle-Foot Orthoses Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | October 7, 2022 Richie Brace Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more »"
My FootDr Wantirna,"i, Shop 9a 348 Mountain Hwy, Wantirna VIC 3152",bayswater.podiatry@backinmotion.com.au,1800 366 837,"March 6, 2024 Bracenfix™ - Ingrown Toenail Treatment Bracenfix™ - Non-Surgical Ingrown Toenail Treatment Read more » | April 23, 2024 Supramalleolar Orthotics (SMOs) Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | November 12, 2015 Clinical Podiatry Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | February 1, 2022 Health Funds At My FootDr we are passionate about providing all our patient’s treatment options that lead to better health outcomes for not only themselves, but their families too. Being a preferred provider of a health fund means that our clinics may allow you access to exclusive benefits dependent on your level of cover. Read more » | November 12, 2015 Custom Foot Orthotics Our custom foot orthotics are manufactured with precision from digital foot scans and are typically available on the same day. Read more » | November 12, 2015 Video Gait Analysis We use this advanced form of motion analysis to assists us in diagnosing complex motion related pathology of the foot, ankle, knee hip and lower back. Read more » | November 12, 2015 Diabetes and Footcare Regular podiatric care plays an integral role in the prevention of diabetic foot complications. Our My FootDr podiatrists are trained in diabetic foot care to make sure our patients have the best outcome. Read more » | November 12, 2015 Custom Footwear Whether it is custom-made medical grade footwear, elegant and stylish custom-made fashion shoes, orthopaedic or fashion sandals through to any footwear modification imaginable, we've got it covered. Read more » | September 28, 2018 National Disability Insurance Scheme (NDIS) My FootDr is a proud supporter of the NDIS and are an innovative, nationally registered provider of podiatry services to NDIS participants across Australia. Read more » | January 9, 2020 CAM Walker (Moon Boot) CAM Walkers, otherwise known as Moon Boots, are an integral part of the recovery process for many patients with foot, ankle or lower leg injuries. They are designed to optimise your recovery, helping you attain optimum and timely results. Read more » | October 7, 2022 Cam Walker - (Moon Boot) Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | March 11, 2016 Cryotherapy For Plantar Warts At my FootDr we use a pressurised canister with a spray tip or contact probe to deliver the cryotherapy. Read more » | June 21, 2016 Resources Useful resources for doctors including our Referral Form. Read more » | October 7, 2022 Ankle-Foot Orthoses Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more » | October 7, 2022 Richie Brace Our centres provide the full scope of clinical podiatry including comprehensive foot assessments, various treatments and surgery. Read more »"
